,Review Title,Rating,Reviews
1052,Value for money,4.0 out of 5 stars,
1053,Excellent Mobile in low cost,5.0 out of 5 stars,I am very likely to say the mobile is very good and Excellent performance in all purposes.
1054,Value for money phone,5.0 out of 5 stars,Camera quality is so good. Processor is awesome but battery drain to fast
1055,It's charging take full 100%in 40 minutes.,5.0 out of 5 stars,I like the performance of the phone but it's take full charging almost 40minutes.
1056,Very nice Photo this segment...,4.0 out of 5 stars,Overall Phon Very good. Charging fast.but while charging phone heats up Camera Very good.
1057,Good for gaming had an amazing experience while playing bgmi in ultra HD mode with extreme,5.0 out of 5 stars,Battery life is good I used it for around 12 hours a day and it still was running at 30 %
1058,Amazon service is not good,5.0 out of 5 stars,Display is good battery life is good camera quality is good better option value for money
1059,Super,5.0 out of 5 stars,Excellent super
1060,Nice product 👍,4.0 out of 5 stars,Battery is not as expected but overall good phone will suggest to buy it
1061,Camera,5.0 out of 5 stars,Very good
1062,Unstoppable Mobile,5.0 out of 5 stars,"Nice look, camera is also good... Fast and smooth display...overall satisfied. Go for it"
1063,Best gaming phone,5.0 out of 5 stars,30k under best processor best gaming performance
1064,Camera,4.0 out of 5 stars,Front camera is not upto the mark for 30k smartphone.Rest all is good .😊
1065,👌👌,5.0 out of 5 stars,👌👌👍
1066,Flagship killed,5.0 out of 5 stars,Amazing phone.. No words due to all other good comments
1067,Front Design,4.0 out of 5 stars,User Interface and front design  feel like  10000 mobile phone but performance is  good
1068,Fantastic Mobile and Speed is Awesome!,5.0 out of 5 stars,I Like very much mobile is super and I really loved it!
1069,Good phone under 20k,5.0 out of 5 stars,Good phone under 20k
1070,Battery drainage very fast.. Like a old battery inserted,3.0 out of 5 stars,Battery drain very fast otherwise good.. Not expected with a new phone
1071,Great experience,5.0 out of 5 stars,Except doesn't support Dolby Atmos andIt's really great phone...
1072,High performance device🔥🔥,5.0 out of 5 stars,Performance=10/10🔥Display=10/10❤️Battery=10/10🔋Camera=❤️📸
1073,Great all-rounder and superb performance,5.0 out of 5 stars,Great in Everything
1074,Asowme game play in bgmi,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Bahut hi mst game play hai iQOO Neo 6 kaa"
1075,Everything else is superb only Fingerprint is not so prompt.,5.0 out of 5 stars,
1076,Quality not good,1.0 out of 5 stars,Scratch on frame with company made back cover within one week
1077,Good,4.0 out of 5 stars,Good product
1078,Best phone,5.0 out of 5 stars,Best
1079,network is slow most of the times,5.0 out of 5 stars,"Everything is good, except 4g carrier aggregation, 4g"
1080,Nice,5.0 out of 5 stars,Good
1081,Camera quality,5.0 out of 5 stars,Good
1082,"Very nice mobile nice camera and everything, just battery takes longer than expected for 80 Walt",4.0 out of 5 stars,Very nice device it's an all rounder good for gaming good for photography etc
1083,Google is not working correctly,3.0 out of 5 stars,Google Search Engine is not working correctly
1084,Quite good,4.0 out of 5 stars,Good
1085,Beast Phone,5.0 out of 5 stars,Beast Phone 🔥🔥🔥
1086,Value for money,5.0 out of 5 stars,Battery backup is not goodOver all value for money phoneSuper for gaming
1087,Very happy with this.,4.0 out of 5 stars,Very happy with this. Vibration motors and split screen features are the highlights.
1088,Good phone at this price.,4.0 out of 5 stars,Good phone with a better processor but Camera performance needs to improve.
1089,Must,5.0 out of 5 stars,Must
1090,VERY GOOD,4.0 out of 5 stars,"Phone is good on & only bgmi users,not PUBG lite users Don't buy PUBG lite users 😤"
1091,Splendid Performance,5.0 out of 5 stars,"Overall  nice product, killer performance battery is also good, rear camera is good"
1092,Best phone under 30k,5.0 out of 5 stars,
1093,Best device,5.0 out of 5 stars,
1094,Very Good smartphone with this price.,4.0 out of 5 stars,"Speaker can be more louder but it's okay.Display side , very nice display with HDR"
1095,The best mobile in the era,5.0 out of 5 stars,Just one simple word to describe simply awesome mobile 😎
1096,Processor,4.0 out of 5 stars,Very good I am happy with iqoo ne0 6After 1 month review not feel any issue
1097,Superb,5.0 out of 5 stars,Really good 👍 Awesome 😎 Buy it now. For Gaming and Charging 80w Good 👍
1098,Looking and performance is good.,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Slow charging issue."
1099,Nice 👍,5.0 out of 5 stars,
1100,Dispointed with battery drainage issue after replacing device second time.,2.0 out of 5 stars,Dislike due to battery drainage issue while phone is idle - battery getting lower
1101,Good quality mobail. Camera result best. Better quality mobail.,4.0 out of 5 stars,Camera results best.
1102,Beyond expectations and got it after one day of order,5.0 out of 5 stars,"There is nothing to say about it's demerits. Everything in this phone is ""A Okay"""
1103,Worst mobile no battery backup,3.0 out of 5 stars,Bad product poor battery backupDon't buy this junk
1104,Nice product,5.0 out of 5 stars,Great product
1105,Charger me noise a Rahi hai.Dusra same phone mere papa ke pas hai ohh heat nahi hota yeh ho Raha hai,2.0 out of 5 stars,
1106,This phone is beast in his performance and camera,5.0 out of 5 stars,Performance = 10/10Camera  = 10/10Battery  = 10/8Looks = 10/10
1107,Mind blowing,5.0 out of 5 stars,Jabardast phone hay definitely buy kor sakte ho
1108,Good phone,5.0 out of 5 stars,Good powerful performance
1109,Today I received my iqoo neo 6. Overall feeling good,4.0 out of 5 stars,"                    The media could not be loaded.
                



 I like this product. Good overall."
1110,No premium feel,1.0 out of 5 stars,No premium feel performance like an ordinary 10K phone
1111,Best gaming phone,5.0 out of 5 stars,"Best gaming phone, best in class performance and camera quality...good enough."
1112,Just so so . It's just a gaming phone..,4.0 out of 5 stars,"                    The media could not be loaded.
                



 Overall it's ok."
1113,Good but not best,5.0 out of 5 stars,Speaker is mediocre and Max volume is bit lower site.
1114,Best In Range,5.0 out of 5 stars,Purchase With Close Eyes
1115,Awesome 😎👍,5.0 out of 5 stars,The best phn (2022)....Everything is fine on this device...value for money 💰
1116,Best One,5.0 out of 5 stars,Best camera and specsGo for itI bought it for 18.5k with exchange
1117,Gaming is very smooth no lag in game,5.0 out of 5 stars,Fingerprint is very fast ui is very good nice built quality gestures are nice
1118,Good,5.0 out of 5 stars,Nice phone
1119,Excellent performence no word. loved it,5.0 out of 5 stars,I like this phone.becouse my all dreams are full filled.....
1120,Amazing performance,5.0 out of 5 stars,"Fingerprint reader,camera,battery life amazing. Display, sound good."
1121,Mobile is Good UI is Average,4.0 out of 5 stars,"Mobile camera, processer everything is good except UI Very Boring UI"
1122,Good one,4.0 out of 5 stars,"Battery backup so good, build quality and design is Soo good, my fev"
1123,Best performance,5.0 out of 5 stars,This phone is very good performance it's battery backup is very good
1124,Excellent mobile with Awesome look & Great features.,5.0 out of 5 stars,Excellent mobile with Awesome look & Great features.
1125,Best price proformance phone,5.0 out of 5 stars,Finger print lock bad not perfect work some time try
1126,Overall a great phone,5.0 out of 5 stars,Battery is the main con. Doesn’t last long but thanks to the charging speed.
1127,Everything good battery bit low,5.0 out of 5 stars,Battery isn't coming full day.. but quick charge... Remaining.. all are good
1128,Calling problem by catching network,1.0 out of 5 stars,Calling problem
1129,Allrounder,5.0 out of 5 stars,Best phone under 30K for buying.All rounder in each and everything.
1130,Everything is top notch Just heating issue while switching to 90 fps in bgmi,4.0 out of 5 stars,Everything is top notch Just heating issue while switching to 90 fps in bgmi
1131,Old is Gold,4.0 out of 5 stars,It is still worth to buy in 2022...
1132,Super,3.0 out of 5 stars,"                    The media could not be loaded.
                



 Super"
1133,Superb,5.0 out of 5 stars,Perfect phone for pubgAnd camera is also too good ❤️
1134,ERA 22,5.0 out of 5 stars,"Stylish, Power packed & Fast processor.....the keywords. Livin' it"
1135,Ultra gaming mode is not supporting,3.0 out of 5 stars,Ultra gaming mode is not supporting and also no vibrating for incoming call
1136,Touch issue,5.0 out of 5 stars,Amazon has not delivered it rightly I am having a touch issue in the phone
1137,Good phone,5.0 out of 5 stars,Good phone at Rs.26000 camera is excellent but fingerprint scanner is slow
1138,Camera quality is very bad,2.0 out of 5 stars,Camera quality is very bad and other applications is good.
1139,I am satisfied with the phone,5.0 out of 5 stars,"                    The media could not be loaded.
                



 I am satisfied with the phone"
1140,Superb phone under budget,5.0 out of 5 stars,Good phone u der 35k
1141,Nice Product I will Recommended for you,5.0 out of 5 stars,Super duper phone
1142,Screen problem,4.0 out of 5 stars,Phone screen colour changed in sudden to yellow when I tried to open album
1143,Quality so good and camera so good,5.0 out of 5 stars,Good package ..  I am happy phone so good ..
1144,Good Phone..But not receiving notifications for some of the Apps,4.0 out of 5 stars,Good Phone..But not receiving notifications for some of the Apps.
1145,Having Heating issue.,3.0 out of 5 stars,"Phone is getting too much heated very often, not expected this from IQOO."
1146,One of the best mobile in the world 🌍,5.0 out of 5 stars,Wow amazing Phone Good quality camera and battery 🔋 One of my best phone
1147,But sometimes single problem Automatic phone calls end when talking to others,3.0 out of 5 stars,Fingerprint and battery life is good.  Camera protrate mobe not satisfied
1148,Need to improve camera functions,5.0 out of 5 stars,Camera clarity is not good
1149,Super,5.0 out of 5 stars,Good product
1150,If battery capacity is little more the phone would be osm battery drains fast in continuous usage,5.0 out of 5 stars,"I like camera its perfect,but battery drains in continuous usage"
1151,This is a medium performance mobile go for another one,5.0 out of 5 stars,Performance is not that good .... Slow mobile go for another one
1152,Powerful beast at this range.used for almost 10 days and no much complaints and performing well,5.0 out of 5 stars,Used for almost 10 days and completely satisfied
1153,Super duper phone,5.0 out of 5 stars,Falgship killer mobile in its best price segment
1154,Powerfull mobile,5.0 out of 5 stars,Good to use and very awesome performance
1155,Phone is smooth,5.0 out of 5 stars,In simple wordsPhone is awesome 👍
1156,Need more software optimization..,5.0 out of 5 stars,Hoping there be more optimization in the future great for price segments
1157,Good Experience,5.0 out of 5 stars,Excellent Phone in many respects.
1158,Good,5.0 out of 5 stars,Good mobile
1159,GO FOR IT,5.0 out of 5 stars,Loved this phone... Everything is working on its best..
1160,Amazing purchase,5.0 out of 5 stars,Flagship killer awesome gaming performance along with good battery life
1161,Excellent,5.0 out of 5 stars,"Iqoo neo 6 very nice phone, fingerprint battery & camera is very good.."
1162,Camera is very poor 😭,2.0 out of 5 stars,Camera is very low it's fell like under 5k phone range camera don't bye
1163,Go for it.. Iloved it.... But ui improvement is needed,5.0 out of 5 stars,Ui improvement is needed
1164,Best 5g mobile,5.0 out of 5 stars,Worth mobile for ever 🥰
1165,Nice phone,4.0 out of 5 stars,Very good camera quality
1166,Looking in the praspect of performance,5.0 out of 5 stars,Super very good very goo
1167,Battery,4.0 out of 5 stars,Battery performance is low but all the features in this device is legit
1168,Very good Mobile,5.0 out of 5 stars,Best phone
1169,The best phone I have ever bought,5.0 out of 5 stars,I used it as my primary device. The product is really amazing.
1170,Where is 90 fps in BGMI 👀,1.0 out of 5 stars,No 90 fps in BGMISo this phone is not good 0 star rating
1171,"Great Phone with amazing specs, but battery could have been better.",4.0 out of 5 stars,"Camera is great, operating system is greatBattery drains faster."
1172,Average,4.0 out of 5 stars,"Overall performance is good,but battery life isn't sufficient."
1173,Camera quality is best,5.0 out of 5 stars,Camera quality is best. Fingerprint scanner very fast.
1174,Worst buy,1.0 out of 5 stars,"After a week, fast charging doesn't work. This a trap"
1175,Good but it can be better,4.0 out of 5 stars,I don't know why my iqoo neo 6 lag while playing BGMI
1176,Perfect phone ... superb,5.0 out of 5 stars,Superb phone.... excellent quality and performance...
1177,Awesome,5.0 out of 5 stars,"                    The media could not be loaded.
                



 All excellent performance"
1178,Under 30k best mobile in the world for  all rounding performance 😍😍,5.0 out of 5 stars,Under 30k best mobile in the world for  all rounding performance 😍😍
1179,Hanging issue,2.0 out of 5 stars,Scratch on my phone side coarner please dont buy this product
1180,monster under 30k,5.0 out of 5 stars,ok
1181,Very good cellphone in this price range,4.0 out of 5 stars,"Fingerprint reader is fast, battery lasts long,camera is good"
1182,Mobile is excellent but body is to low quality,5.0 out of 5 stars,Bad body
1183,Value for money,2.0 out of 5 stars,Not good
1184,Excellent phone with Quality Battery life...,4.0 out of 5 stars,Good phone with Attractive features and functional benefits.
1185,10 days usage.Overall phn is good.Charges very fast and also drains fast.Normal users can go for it,5.0 out of 5 stars,Fast Charging is Excellent and also charge drains very fast.
1186,Snapdragon processor is very very heavy... I love it,5.0 out of 5 stars,"This is the gaming phone, it's processor makes me happy 😁😁"
1187,Phone is awesome,5.0 out of 5 stars,I like finger reader and camera quality the battery life is not good
1188,Low features,4.0 out of 5 stars,Upgrade the features and Dolby audio
1189,7day used review,4.0 out of 5 stars,All is good.. battery back up normal user good... 80w charger supper
1190,Best gaming phone under 30k,4.0 out of 5 stars,"                    The media could not be loaded.
                



 Best phone in under 30k"
1191,100% satisfied,5.0 out of 5 stars,Perfect for every one
1192,Awesome performance,5.0 out of 5 stars,I like the performance in gaming and camera quality is best worth it
1193,Best in market,5.0 out of 5 stars,Best in market
1194,Overall good,4.0 out of 5 stars,Camera must be improveOverall experience good
1195,VERY GOOD IN EVERYTHING,5.0 out of 5 stars,Battery life is excellent and charging unbelievable
1196,Worth for the money,5.0 out of 5 stars,Nice mobile... Better performance.. battery life is great..
1197,Amazing phone,5.0 out of 5 stars,"Amazing camera, battery, performance. Overall a good phone"
1198,Amaze,5.0 out of 5 stars,Very good camara and performanceOverall good
1199,Amazon product,5.0 out of 5 stars,Gaming & Camara quality is the best  iqoo neo 6 5g  mobile
1200,Camera quality,4.0 out of 5 stars,Just u can say good
1201,Value for money.,5.0 out of 5 stars,Good phone. But camera quality is not good than expected.
1202,Superb,5.0 out of 5 stars,Liked
1203,Nice phone,4.0 out of 5 stars,I ammu happy with tha quality of iqoo's mobile...
1204,Worth it every penny ☺️,5.0 out of 5 stars,Awesome product 👍 my brother happy with the product 👍😊
1205,Best gaming experience in this range,5.0 out of 5 stars,Very nice product worth buying i love the gaming experience a lot
1206,Achha phone,5.0 out of 5 stars,4 din ho gaye akbam mast chal raha hai...
1207,Not so much good.,3.0 out of 5 stars,Camera could have been better and bezels are little more.
1208,Nice phone,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Good product"
1209,Still my issue not resolved worst service of amazon,1.0 out of 5 stars,The service and the battery life of the phone and heating issues
1210,USB to 3.5mm Jack connector not ok,5.0 out of 5 stars,The quality of USB connector is not good
1211,Simply super best futures in mobile,4.0 out of 5 stars,Simply superGood futures in mobile
1212,Best,5.0 out of 5 stars,Best
1213,Good money for value product... Must buy.....,5.0 out of 5 stars,Over all phone performance is so good...
1214,If you want a midrange beast just go for it,5.0 out of 5 stars,Just go for it 😍
1215,Impressive,5.0 out of 5 stars,Way batter then expaited
1216,iqoo neo 6,5.0 out of 5 stars,"amazing phone for anything ,, one of the best all rounder phone"
1217,Paisa wasool,5.0 out of 5 stars,Battery life is only one day otherwise this is sabka baap phone
1218,Good phone,5.0 out of 5 stars,One of the best mobile phone under 30 k segment
1219,Best performance phone,5.0 out of 5 stars,Awesome phone under 30000 segment with world class performances
1220,BEST MOBILE 30K,5.0 out of 5 stars,BEST GAMING AND VALUE FOR MONEY
1221,Battery life is not that good,5.0 out of 5 stars,The process is very good but battery life is not that much good
1222,The charging with 18W charger it's taking lot of time to charge full,2.0 out of 5 stars,They should have given atleast 40W charger with mobile
1223,Constant fps for bgmi .waiting for 90 fps next,5.0 out of 5 stars,Constant fps for bgmi .waiting for 90 fps next
1224,Kam prosesar,4.0 out of 5 stars,Bahut aacha parfoms hai
1225,Money west,1.0 out of 5 stars,"Mobile body is not good, after 1 month bodyscratch"
1226,Best phone under 30000,4.0 out of 5 stars,Overall product is good ..but sometimes it lags in performance
1227,Good one,5.0 out of 5 stars,Just go for it....u will not be regret
1228,Allrounder phone I am happy,5.0 out of 5 stars,Very good phone allrounder performance
1229,Always some,4.0 out of 5 stars,"                    The media could not be loaded.
                



 Bad camera quality"
1230,Best gaming phone,5.0 out of 5 stars,Ilove it's night camera and perfomance
1231,Good Flagship Phone,4.0 out of 5 stars,"After one month used,No issue found till date"
1232,Battery drains so fast.,3.0 out of 5 stars,Battery is not good and OS also worst
1233,It has 80 watt charger but the speed of charging not satisfied me,5.0 out of 5 stars,Charging time from 0 to100 will take approximately 45 minutes
1234,There is no career aggregation and if available then I have not seen it yet.,4.0 out of 5 stars,Camera 4.5/5Battery 4/5Value for money 5/5
1235,Very por batter life,1.0 out of 5 stars,Very por battery lige
1236,Best phone in the world it is fats from iphone,5.0 out of 5 stars,It is the best gaming phone camera quality is best I love it
1237,Superb Phone,5.0 out of 5 stars,Design and Camera is good.Gives good Battery backup.
1238,Charger not upto the expectation 80 w charger works like 30w performance is best fast as lightning,4.0 out of 5 stars,"                    The media could not be loaded.
                "
1239,Dheeraj Patel 🌹🌹🌹,4.0 out of 5 stars,Very nice productI am very happy by this phone
1240,Value for money,5.0 out of 5 stars,Value for money . You will get good quality images.
1241,Nice phone,4.0 out of 5 stars,Normally 24 hours battery lifeGood 👍
1242,Processor 870 best for gaming..most stable processor.,4.0 out of 5 stars,Best in this segment...best for gaming special for bgmi..👌
1243,Very good device...,5.0 out of 5 stars,Value for money .... everything is good.....happy to get it
1244,Awesome mobile,4.0 out of 5 stars,fingerprint good battery life awesome camara quality superb
1245,Charger is not working,2.0 out of 5 stars,Charger adopter not working after 5days use 😔
1246,Processor for gaming,5.0 out of 5 stars,870 is the best processor for gaming this device proves it
1247,Value for money,5.0 out of 5 stars,Slim Design pretty good shiny look
1248,Better to improve battery life and camera pictures breaking,4.0 out of 5 stars,Better to improve battery life and camera pictures quality
1249,Super performance,4.0 out of 5 stars,One of the best gaming mobile in 30k price
1250,Good mobile,5.0 out of 5 stars,Good mobile
1251,All ok but battery drains,4.0 out of 5 stars,Camera okDp okBtry life disappointing
1252,"It's a very nice phone , superfast processor and all",5.0 out of 5 stars,I use it for gaming and as a normal phone
1253,Worst product,5.0 out of 5 stars,I hope that its amazing product but this is worst product
1254,Earphone Jack Adapter missing from the box... How to get help,5.0 out of 5 stars,Earphone Jack Adapter missing from the box... Please help
1255,iQoo Neo 6  Very Nice Phone***,5.0 out of 5 stars,Very nice phone...
1256,Best for gamming . Night photo process speed batter then one plus node 2 I got this in 21000,5.0 out of 5 stars,Worth for buying..
1257,Good product,5.0 out of 5 stars,"Battery backup, performance everything is great.."
1258,Value for money,5.0 out of 5 stars,Brilliant1 Camera2 Display3 Performance
1259,Best for gaming,5.0 out of 5 stars,"Kavi kabar finger print me Thoda bahat problem horaha he,"
1260,Nice 99,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Nice.  Ipoo 6"
1261,Best phone,5.0 out of 5 stars,Almost everything is best
1262,Khtrnak mobile,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Mast he piss"
1263,Nice phone to have under 30k,5.0 out of 5 stars,Fingerprint sensor sometimes fails to recognise.
1264,Monster Performance,5.0 out of 5 stars,Awesome camera quality and performance..
1265,Super fast,5.0 out of 5 stars,Great specification for this price range
1266,Review,5.0 out of 5 stars,Good phone
1267,Increase battery life,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Best mobile"
1268,Nice product,5.0 out of 5 stars,Nice phone
1269,"Fantastic.... Phone... No doubt,",5.0 out of 5 stars,Nothing..
1270,Just go for it!,5.0 out of 5 stars,Mostly no cons.Only 3.5 mm jack not there
1271,Call keyboard number some time not visible pleez update,5.0 out of 5 stars,Call keyboard number some time not visible pleez update
1272,Awesome,5.0 out of 5 stars,Gaming battery charging this all are op
1273,Super duper,5.0 out of 5 stars,Nice products go for it
1274,Very nice and value for money product,5.0 out of 5 stars,
1275,I am happy for thi device..😊,5.0 out of 5 stars,Battery is goodBest performance for this segment
1276,Mind blowing purchase.,5.0 out of 5 stars,Happy to bye.. Camera and picture qualify is terrific.
1277,"Best 30k mobile. Battery, gaming and screen next level ❤️",5.0 out of 5 stars,Killing phone in the market 🔥
1278,Performance,5.0 out of 5 stars,A very good phone under 30k..Nice performance
1279,Almost good but build quality is poor,4.0 out of 5 stars,Almost good but build quality is poor
1280,Sam time hengig problem,3.0 out of 5 stars,Not fast charging 80watti fel 65 watt
1281,While calling little problem,4.0 out of 5 stars,Mic not working properly while calling or in calling.
1282,Best phone under 30k,5.0 out of 5 stars,Best and beast  phone under 30k i got this one in 23k
1283,A value for money phone. So far so good.,4.0 out of 5 stars,So far so good
1284,Good photo quality in this segment 👍,4.0 out of 5 stars,"Very good flagship killar smart phone in under 30k,..."
1285,Screen cast is not working,4.0 out of 5 stars,"Sreen cast is not working to smart tv, otherwise good"
1286,OK,4.0 out of 5 stars,Fantouch OS need Lil bit improvement.
1287,👌👌👌,5.0 out of 5 stars,👍👍👍
1288,I took this mobile for bgmi and now after updation 90 fps is unlocked best phone to buy,5.0 out of 5 stars,"                    The media could not be loaded.
                "
1289,Simply excellent mobile,5.0 out of 5 stars,"                    The media could not be loaded.
                "
1290,Okay,3.0 out of 5 stars,I like photos
1291,All in one,5.0 out of 5 stars,Wait I write after one month
1292,GO FOR IT,5.0 out of 5 stars,Good phone go for it
1293,Best mobile,4.0 out of 5 stars,Mobile is good for gamingCamera is ok
1294,Bestt in 30k,4.0 out of 5 stars,Best under 30k best gaming and multitasking
1295,Fingerprint,4.0 out of 5 stars,Fingerprint is slow otherwise phone is good
1296,Awesome,5.0 out of 5 stars,Just ultimate in this price segment
1297,Camera Quality not good,2.0 out of 5 stars,"Camara Quality not good ,gaming purpose superb pubg"
1298,Very good,5.0 out of 5 stars,Mobile performance and camera quality is also good.
1299,Outstanding...!,5.0 out of 5 stars,No words.... closed the eyes.... take the mobile...
1300,Overall good phone,5.0 out of 5 stars,Overall good phone go ahead without any doubt......
1301,Excellent,5.0 out of 5 stars,I like this phone very much
1302,Nice,5.0 out of 5 stars,Nice mobile.
1303,Badiyaan phone,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Badiya"
1304,Outsanding,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Superb"
1305,Best smartphone under 30000 till now,5.0 out of 5 stars,Best displayBest cameraBest performance
1306,Nice,5.0 out of 5 stars,Nice
1307,Simply superb😍,5.0 out of 5 stars,Batter performance and camera quality is superb...
1308,Everything is perfect,4.0 out of 5 stars,Everything is perfect .😎.
1309,Amazing 🤩,5.0 out of 5 stars,Best fone with super features 🤩🤩
1310,Great features in this budget,5.0 out of 5 stars,Features are great. It's nice experience.
1311,all rounder,5.0 out of 5 stars,i liked dis phone...its best for gaming like bgmi
1312,Phone is good but accessories is not given by the Box,1.0 out of 5 stars,Phone is good but accessories is not given by box
1313,Some lag while playing bgmi,4.0 out of 5 stars,Lag
1314,Excellent mobile,5.0 out of 5 stars,I'm using since 1month the mobile is excellent 👌
1315,Auto call answer not available,4.0 out of 5 stars,product is very good but rear camera is not so good
1316,SNR,5.0 out of 5 stars,Good product for this prize especially for gaming
1317,Nice,5.0 out of 5 stars,Very good phone under 30k
1318,Excellent 👌,5.0 out of 5 stars,I like this phones it's very good performance ☺️
1319,Don't pause to buy,5.0 out of 5 stars,Overall good phone in this price.Worth it.
1320,Value for money product,5.0 out of 5 stars,Best in this segmentDisplay ⭐⭐⭐⭐⭐
1321,Best mobile phone for this budget,4.0 out of 5 stars,
1322,Iqoo neo 6,5.0 out of 5 stars,
1323,No,1.0 out of 5 stars,"                    The media could not be loaded.
                



 No"
1324,Very fast and good smartphone. Must buy...,5.0 out of 5 stars,Very fast and good smartphone.Must buy...
1325,Flagship phone with great specs,5.0 out of 5 stars,I like everything about this phone ....loved it
1326,Best phone in this price segment,5.0 out of 5 stars,Overall quality of the phone is awesome
1327,It's very useful to me,5.0 out of 5 stars,Spending money is worth
1328,i want to retuen because fone is so so heating problem,1.0 out of 5 stars,i want return these product and refund my money
1329,bluetooth is creating problem,1.0 out of 5 stars,bluetooth is creating problem . on off all time
1330,Camera portrait mode,5.0 out of 5 stars,I like mobile performance and this like nothing
1331,Awesome,5.0 out of 5 stars,Overall phone is very good in this price range
1332,It's awesome..... The real flaship killer.. Segment..... Display and touch is fundastic... 4k 60ps😍,5.0 out of 5 stars,👌👌👌flaship killer segment..
1333,Yeh its good,4.0 out of 5 stars,Till now the phone is good overall.. let's see
1334,Best product,5.0 out of 5 stars,I setisfy and very happy this product
1335,Excellent display,5.0 out of 5 stars,"Apartfrom front camera, everything looks good"
1336,Good mobile,5.0 out of 5 stars,Very good mobile but price is to high
1337,Fantastic performance,4.0 out of 5 stars,All features are good
1338,While playing games device is heating lot's off,3.0 out of 5 stars,While playing games device is heating lot's off
1339,Superb device amazing perfromance if you are gamer then go for iqo neo 6,4.0 out of 5 stars,"                    The media could not be loaded.
                "
1340,Battery draing faster,4.0 out of 5 stars,"                    The media could not be loaded.
                "
1341,Good but not exllent BGMI ping problem network issue,2.0 out of 5 stars,"                    The media could not be loaded.
                "
1342,Not a flag ship phone avarage performance,3.0 out of 5 stars,"                    The media could not be loaded.
                "
1343,Op,5.0 out of 5 stars,"                    The media could not be loaded.
                "
1344,Fake product received by me,1.0 out of 5 stars,Pls don't buy
1345,Good,4.0 out of 5 stars,Nice product
1346,Amazing fon not using for gaming but rest function 5 star,5.0 out of 5 stars,Not much ringtone and wallpaper....
1347,Great phone,5.0 out of 5 stars,Must buy phone in this budget range
1348,Phone is awesome but bettery back up only 1 day,5.0 out of 5 stars,Phone is awesome but bettery back up only 1
1349,Midrange king 👑,5.0 out of 5 stars,Great buildGreat look
1350,Value of many,5.0 out of 5 stars,Nice
1351,"First time I bought this , it's very smooth and fast, camera quality is nice.",5.0 out of 5 stars,Nice
1352,Better than many expensive mobiles.,5.0 out of 5 stars,Better than many expensive mobiles.
1353,Bad,1.0 out of 5 stars,Bad product
1354,Good Product,5.0 out of 5 stars,"Good Product, I'm Very Happy for this Product"
1355,Very Nice Phone Thank you Amezon,4.0 out of 5 stars,I like this Product.Thank you Amezon
1356,👍 Neo6 super only,5.0 out of 5 stars,"Better price and better quality,I promoted"
1357,Quality is good,4.0 out of 5 stars,Camera quality is soo bad and Very lagging
1358,Battery life was poor,4.0 out of 5 stars,Mobile was good but battery life was worst
1359,Battery,5.0 out of 5 stars,This is aswome reader or battery also good
1360,Best all-rounder phone on this price range,5.0 out of 5 stars,Best all-rounder phone on this price range
1361,I really love it good product IQoo Neo 6 is really good product,4.0 out of 5 stars,Battery backup is super i Love it
1362,Gaming performance is too good 😊,5.0 out of 5 stars,Best gaming smartfone in midrange
1363,Up to the mark,5.0 out of 5 stars,Value for money go for it
1364,Nfc not supported,3.0 out of 5 stars,Nfc support Dena chahiye tha isme
1365,Good phone in budget,5.0 out of 5 stars,This is the real all rounder in 26k
1366,Nice,5.0 out of 5 stars,Very good
1367,Best value for money,5.0 out of 5 stars,Best gaming phone at this price.
1368,The camara quality,4.0 out of 5 stars,Battery life is not good
1369,Awesome phone 📱 No words,4.0 out of 5 stars,Dislike:- only some games automatic stop
1370,This was the best phone under 30k i ever bought.,5.0 out of 5 stars,Have been using for one month.. No issue
1371,Improve battery back up,4.0 out of 5 stars,Battery drain very fast.
1372,Every think is ok,5.0 out of 5 stars,But some issue in sensor
1373,It's good,3.0 out of 5 stars,It's good
1374,Very nice bgmi osam smooth presser,5.0 out of 5 stars,Thank you Amazon
1375,Best 😊😊😊😊😊😊,5.0 out of 5 stars,इस्का परफॉर्मेंस  बहुत अच्छा है
1376,Outstanding,5.0 out of 5 stars,Outstanding performance
1377,The performance is just killing,5.0 out of 5 stars,The GUI and performance are Just ammaze
1378,To good,4.0 out of 5 stars,Value for money
1379,Worth,5.0 out of 5 stars,Worth for money
1380,True Flagship ❤️,5.0 out of 5 stars,Beast❤️. Do ignore negative comments☺️.
1381,Very nice...,5.0 out of 5 stars,Value for money
1382,Good mobile,5.0 out of 5 stars,Best undr 30000 gameing nd camera phone
1383,Very good product,5.0 out of 5 stars,Awesome
1384,"It is a good all rounder phone, focusing mainly on performance.",5.0 out of 5 stars,Decent camera quality in this price range
1385,I think best phone in this price 😚😚,4.0 out of 5 stars,Best phone go for it  🥰😍😍😍
1386,This mobile have heating issue 😞,1.0 out of 5 stars,Heating issue hai 😞Paisa barbad
